0.015524,0.050500,0.058200,1
0.015805,0.051200,0.059500,1
0.015651,0.051600,0.061200,1
0.015478,0.051600,0.062400,1
0.015570,0.051600,0.062700,1
0.015726,0.051600,0.062900,1
0.017478,0.252600,0.031900,0
0.013665,0.252800,0.032000,1
0.016492,0.253300,0.032000,1
0.014900,0.253700,0.031900,1
0.219913,0.083200,0.103100,0
0.267019,0.169700,0.014200,0
0.249619,0.251400,0.026800,0
0.264823,0.081900,0.014800,0
0.265671,0.168400,0.085900,0
0.248563,0.250100,0.098500,0
0.264765,0.080600,0.009700,0
0.266984,0.167100,0.080800,0
0.248188,0.248800,0.093400,0
0.264921,0.079300,0.004600,0
0.266759,0.165900,0.075700,0
0.248073,0.247500,0.088300,0
0.265012,0.078000,0.159500,0
0.265657,0.164600,0.070600,0
0.250839,0.246200,0.083200,0
0.263724,0.076800,0.154400,0
0.265283,0.163300,0.065500,0
0.251149,0.244900,0.078100,0
0.263642,0.075500,0.149300,0
0.264384,0.162000,0.060400,0
0.250059,0.243600,0.073000,0
0.265983,0.074200,0.144200,0
0.265849,0.160700,0.132100,0
0.249388,0.242400,0.144700,0
0.266100,0.072900,0.055800,0
0.263896,0.159400,0.127000,0
0.249657,0.241100,0.139600,0
0.265645,0.071600,0.050700,0
0.265976,0.158200,0.121900,0
0.247784,0.035000,0.134500,0
0.266589,0.121500,0.045600,0
0.265531,0.208100,0.116800,0
0.248736,0.033700,0.129400,0
0.265698,0.120200,0.040500,0
0.265624,0.206800,0.111700,0
0.249102,0.032400,0.124300,0
0.264262,0.119000,0.035400,0
0.266422,0.205500,0.106600,0
0.248261,0.031100,0.119200,0
0.265447,0.117700,0.030300,0
0.266683,0.204200,0.101500,0
0.247672,0.029900,0.114100,0
0.265496,0.116400,0.025200,0
0.265397,0.202900,0.013200,0
0.249821,0.028600,0.025800,0
0.266201,0.115100,0.096900,0
0.264183,0.201600,0.008100,0
0.248952,0.027300,0.020700,0
0.267048,0.113800,0.091800,0
0.263378,0.200400,0.003000,0
0.250602,0.026000,0.015600,0
0.265587,0.112500,0.086700,0
0.264492,0.199100,0.157900,0
0.249591,0.024700,0.010500,0
0.265788,0.111300,0.081600,0
0.263805,0.197800,0.152800,0
0.254138,0.023400,0.005400,0
0.262118,0.110000,0.076500,0
0.265117,0.196500,0.147700,0
0.247974,0.022100,0.000300,0
0.266953,0.108700,0.071400,0
0.263852,0.195200,0.142600,0
0.249388,0.020900,0.155200,0
0.265312,0.107400,0.143100,0
0.265381,0.193900,0.054300,0
0.250134,0.019600,0.066900,0
0.263950,0.106100,0.138000,0
0.251657,0.187800,0.150600,0
0.263428,0.069500,0.061800,0
0.265823,0.156000,0.132900,0
0.250200,0.237700,0.145500,0
0.264959,0.068200,0.056700,0
0.264135,0.154700,0.127800,0
0.249590,0.236400,0.140400,0
0.264545,0.066900,0.051600,0
0.265095,0.153500,0.122700,0
0.249661,0.235100,0.135300,0
0.265171,0.065600,0.046400,0
0.265203,0.152200,0.117600,0
0.250614,0.233800,0.130200,0
0.264595,0.064400,0.041300,0
0.265181,0.150900,0.112500,0
0.250139,0.232500,0.125100,0
0.264429,0.063100,0.036200,0
0.266062,0.149600,0.024200,0
0.250412,0.231200,0.036800,0
0.264475,0.061800,0.107900,0
0.264498,0.148300,0.019100,0
0.249104,0.230000,0.031700,0
0.265015,0.060500,0.102800,0
0.265654,0.147000,0.014000,0
0.250412,0.228700,0.026600,0
0.263933,0.059200,0.097700,0
0.265188,0.145700,0.008900,0
0.249550,0.227400,0.021500,0
0.265177,0.057900,0.092600,0
0.265148,0.144500,0.003800,0
0.258903,0.226100,0.016400,0
0.258062,0.056600,0.087500,0
0.283562,0.143200,0.158700,0
0.229017,0.224800,0.011300,0
0.265209,0.055400,0.082400,0
0.265121,0.141900,0.153600,0
0.249758,0.223500,0.006200,0
0.265099,0.054100,0.154100,0
0.265459,0.140600,0.065300,0
0.249832,0.017400,0.077900,0
0.264637,0.104000,0.149000,0
0.265013,0.190500,0.060200,0
0.249569,0.016200,0.072800,0
0.265179,0.102700,0.143900,0
0.265314,0.189200,0.055100,0
0.249651,0.014900,0.067700,0
0.265198,0.101400,0.138800,0
0.267242,0.188000,0.050000,0
0.247578,0.013600,0.062600,0
0.264996,0.100100,0.133700,0
0.265036,0.186700,0.044900,0
0.249647,0.012300,0.057500,0
0.265154,0.098800,0.128600,0
0.265121,0.185400,0.039800,0
0.249817,0.011000,0.052400,0
0.266319,0.097600,0.123500,0
0.264587,0.184100,0.034700,0
0.249451,0.009700,0.047300,0
0.265274,0.096300,0.035200,0
0.264652,0.182800,0.106400,0
0.249485,0.008500,0.118900,0
0.265396,0.095000,0.030100,0
0.265205,0.181500,0.101300,0
0.249260,0.007200,0.113800,0
0.265377,0.093700,0.025000,0
0.264870,0.180200,0.096200,0
0.249626,0.005900,0.108700,0
0.265320,0.092400,0.019900,0
0.265083,0.179000,0.091100,0
0.268204,0.004600,0.103600,0
0.247288,0.091100,0.014800,0
0.265038,0.177700,0.086000,0
0.249046,0.003300,0.098500,0
0.265186,0.089900,0.009700,0
0.265118,0.176400,0.080900,0
0.249611,0.002000,0.093400,0
0.265099,0.088600,0.004600,0
0.267796,0.175100,0.152600,0
0.247894,0.051900,0.005100,0
0.264465,0.138500,0.076300,0
0.265114,0.225000,0.147500,0
0.249527,0.050700,0.000000,0
0.265266,0.137200,0.071200,0
0.265026,0.223700,0.142400,0
0.250248,0.049400,0.154900,0
0.265408,0.135900,0.066100,0
0.264912,0.222500,0.137300,0
0.248898,0.048100,0.149800,0
0.265316,0.134600,0.061000,0
0.265137,0.221200,0.132200,0
0.249588,0.046800,0.144700,0
0.265263,0.133300,0.055900,0
0.265987,0.219900,0.127100,0
0.249470,0.045500,0.139600,0
0.265858,0.132100,0.050800,0
0.264854,0.218600,0.122000,0
0.249088,0.044200,0.134500,0
0.265503,0.130800,0.045700,0
0.265812,0.217300,0.033700,0
0.248455,0.043000,0.046200,0
0.265991,0.129500,0.117400,0
0.265614,0.216000,0.028600,0
