0.514889,0.2046,0.0077,0,0,0
0.515672,0.1164,0.0534,-0.0882,0.0457,0
0.435251,0.1166,0.0534,0.0002,0,1
0.016651,0.117,0.0536,0.0004,0.0002,1
0.014858,0.1173,0.0539,0.0003,0.0003,1
0.015146,0.1176,0.0542,0.0003,0.0003,1
0.015813,0.0237,0.0785,-0.0939,0.0243,0
0.015588,0.0239,0.0788,0.0002,0.0003,1
0.015372,0.0241,0.0789,0.0002,0.0001,1
0.015804,0.0242,0.0791,1E-04,0.0002,1
0.015393,0.0243,0.0793,1E-04,0.0002,1
0.015643,0.0243,0.0794,0,0.0001,1
0.015637,0.0244,0.0795,0.0001,0.0001,1
0.015607,0.0246,0.0798,0.0002,0.0003,1
0.015551,0.0246,0.0799,0,0.0001,1
0.015601,0.0249,0.0801,0.0003,0.0002,1
0.015555,0.025,0.0802,0.0001,1E-04,1
0.015723,0.0253,0.0802,0.0003,0,1
0.015484,0.0256,0.0802,0.0003,0,1
0.015621,0.0259,0.0802,0.0003,0,1
0.015767,0.0264,0.0802,0.0005,0,1
0.015417,0.0269,0.0802,0.0005,0,1
0.015629,0.0274,0.0802,0.0005,0,1
0.015618,0.0279,0.0801,0.0005,-1E-04,1
0.015659,0.0282,0.08,0.0003,-0.0001,1
0.015478,0.0285,0.08,0.0003,0,1
0.032477,0.0291,0.08,0.0006,0,1
0.004243,0.0298,0.0798,0.0007,-0.0002,1
0.010052,0.0304,0.0796,0.0006,-0.0002,1
0.015663,0.0309,0.0795,0.0005,-0.0001,1
0.015573,0.0312,0.0794,0.0003,-0.0001,1
0.015597,0.0314,0.0793,0.0002,-0.0001,1
0.015595,0.0316,0.0793,0.0002,0,1
0.01554,0.032,0.0793,0.0004,0,1
0.015639,0.0326,0.0793,0.0006,0,1
0.015604,0.0331,0.0792,0.0005,-1E-04,1
0.015619,0.0339,0.079,0.0008,-0.0002,1
0.015543,0.0346,0.0789,0.0007,-0.0001,1
0.015663,0.0351,0.0788,0.0005,-0.0001,1
0.01693,0.1916,0.0474,0.1565,-0.0314,0
0.014271,0.1919,0.0474,0.0003,0,1
0.015684,0.192,0.0474,0.0001,0,1
0.015563,0.1922,0.0474,0.0002,0,1
0.015618,0.1923,0.0474,1E-04,0,1
0.017328,0.1926,0.0474,0.0003,0,1
0.013838,0.1928,0.0474,0.0002,0,1
0.015751,0.1933,0.0474,0.0005,0,1
0.015543,0.1938,0.0474,0.0005,0,1
0.015534,0.1944,0.0474,0.0006,0,1
0.015527,0.1949,0.0475,0.0005,0.0001,1
0.015602,0.1952,0.0476,0.0003,0.0001,1
0.015683,0.1955,0.0476,0.0003,0,1
0.0154,0.1959,0.0477,0.0004,1E-04,1
0.015661,0.1963,0.0477,0.0004,0,1
0.015753,0.1966,0.0478,0.0003,0.0001,1
0.015566,0.197,0.0478,0.0004,0,1
0.015503,0.1976,0.0479,0.0006,1E-04,1
0.015565,0.198,0.048,0.0004,0.0001,1
0.01564,0.1986,0.0481,0.0006,1E-04,1
0.027806,0.1994,0.0483,0.0008,0.0002,1
0.00444,0.2,0.0483,0.0006,0,1
0.014568,0.201,0.0484,0.001,1E-04,1
0.015546,0.2023,0.0485,0.0013,0.0001,1
0.017162,0.2033,0.0488,0.001,0.0003,1
0.015536,0.2042,0.049,0.0009,0.0002,1
0.014095,0.2044,0.0492,0.0002,0.0002,1
0.015542,0.2049,0.0494,0.0005,0.0002,1
0.015642,0.2055,0.0496,0.0006,0.0002,1
0.015739,0.2061,0.0502,0.0006,0.0006,1
0.01565,0.2068,0.0507,0.0007,0.0005,1
0.015474,0.2078,0.0514,0.001,0.0007,1
0.016625,0.0989,0.0725,-0.1089,0.0211,0
0.014614,0.1001,0.0734,0.0012,0.0009,1
0.015577,0.1014,0.0745,0.0013,0.0011,1
0.015631,0.1025,0.0754,0.0011,0.0009,1
0.01577,0.104,0.0765,0.0015,0.0011,1
0.015375,0.1055,0.0777,0.0015,0.0012,1
0.015667,0.1069,0.0787,0.0014,0.001,1
0.015623,0.108,0.0796,0.0011,0.0009,1
0.015538,0.1086,0.081,0.0006,0.0014,1
0.015578,0.1089,0.082,0.0003,0.001,1
0.015695,0.1089,0.0824,0,0.0004,1
0.015504,0.1089,0.0827,0,0.0003,1
0.015581,0.1089,0.0833,0,0.0006,1
0.01594,0.1089,0.0842,0,0.0009,1
0.015309,0.1089,0.0846,0,0.0004,1
0.015662,0.1089,0.0852,0,0.0006,1
0.015536,0.1089,0.0855,0,0.0003,1
0.015603,0.1089,0.0857,0,0.0002,1
0.015559,0.1089,0.0861,0,0.0004,1
0.015603,0.1089,0.0866,0,0.0005,1
0.057955,0.1088,0.0868,-0.0001,0.0002,1
0.025268,0.1086,0.0868,-0.0002,0,1
0.047611,0.1056,0.0858,-0.003,-0.001,1
0.000115,0.1049,0.0854,-0.0007,-0.0004,1
0.010122,0.1016,0.084,-0.0033,-0.0014,1
0.014818,0.0999,0.0834,-0.0017,-0.0006,1
0.015623,0.0987,0.0827,-0.0012,-0.0007,1
0.015592,0.0975,0.0821,-0.0012,-0.0006,1
0.015775,0.0959,0.0814,-0.0016,-0.0007,1
0.015876,0.011,0.1562,-0.0849,0.0748,0
0.015233,0.0105,0.1561,-0.0005,-0.0001,1
0.015557,0.0095,0.1559,-0.001,-0.0002,1
0.01554,0.0083,0.1555,-0.0012,-0.0004,1
0.015649,0.0069,0.155,-0.0014,-0.0005,1
0.015644,0.0054,0.154,-0.0015,-0.001,1
0.015614,0.0039,0.1531,-0.0015,-0.0009,1
0.015594,0.0023,0.1522,-0.0016,-0.0009,1
0.015512,0.0013,0.1514,-0.001,-0.0008,1
0.015669,0.0009,0.1514,-0.0004,0,1
0.015533,0.0006,0.1513,-0.0003,-0.0001,1
0.015678,0,0.1513,-0.0006,0,1
0.046818,0,0.151,0,-0.0003,1
0.015451,0,0.1505,0,-0.0005,1
0.015603,0,0.1503,0,-0.0002,1
0.015752,0,0.1498,0,-0.0005,1
0.015494,0,0.1496,0,-0.0002,1
0.140445,0,0.1498,0,0.0002,1
0.015535,0,0.15,0,0.0002,1
0.015732,0,0.1503,0,0.0003,1
0.015504,0,0.1505,0,0.0002,1
0.015578,0,0.1506,0,0.0001,1
0.015597,0,0.1512,0,0.0006,1
0.016855,0.1789,0.0419,0.1789,-0.1093,0
0.014329,0.1786,0.0424,-0.0003,0.0005,1
0.01572,0.1785,0.0429,-0.0001,0.0005,1
0.015634,0.1782,0.0439,-0.0003,0.001,1
0.015493,0.1774,0.0456,-0.0008,0.0017,1
0.016011,0.1761,0.0475,-0.0013,0.0019,1
0.015846,0.1754,0.0494,-0.0007,0.0019,1
0.015782,0.1754,0.0503,0,0.0009,1
0.030325,0.1759,0.0505,0.0005,0.0002,1
0.015695,0.1773,0.0505,0.0014,0,1
