TIME,Y
0.117282983,0.580362727
0.195520605,0.581613508
0.194678392,0.585365854
0.184248668,0.205128205
0.11649953,0.213258286
0.154996474,0.220137586
0.341673848,0.621638524
0.166287997,0.621638524
0.137603808,0.621638524
0.150658101,0.232020013
0.190457537,0.222639149
0.195804607,0.216385241
0.195109292,0.64727955
0.183788389,0.636647905
0.078374726,0.632270169
0.19482529,0.550969356
0.117655124,0.542839275
0.196108195,0.535959975
0.151147759,0.694183865
0.151872454,0.693558474
0.178921185,0.693558474
0.320128878,0.607879925
0.113855374,0.61163227
0.153752742,0.621638524
0.151901833,0.743589744
0.155721169,0.746716698
0.192925415,0.74796748
0.126890081,0.631644778
0.191613131,0.602251407
0.19856628,0.565978737
0.16376136,0.485928705
0.321597853,0.472170106
0.109242792,0.45340838
0.152469837,0.666041276
0.117224224,0.66166354
0.157895252,0.661038149
0.358155751,0.655409631
0.13924906,0.655409631
0.145301238,0.076297686
0.147641805,0.071294559
0.146447039,0.066291432
0.09965528,0.69043152
0.152920323,0.681676048
0.15365481,0.67604753
0.163692808,0.115697311
0.276970385,0.115697311
0.189311736,0.031269543
0.098999138,0.037523452
0.176786274,0.05065666
0.149169539,0.165103189
0.197126684,0.170106316
0.195902538,0.176360225
0.110006659,0.060037523
0.173290113,0.061288305
0.118281887,0.061913696
0.179410843,0.19449656
0.155388201,0.099437148
0.148239188,0.110068793
0.19420832,0.118198874
0.196911235,0.997498437
0.09334848,0.997498437
0.161234723,0.997498437
0.151754936,0.12257661
0.155623237,0.099437148
0.487405986,0.083802376
0.136781181,0.031894934
0.133206675,0.030018762
0.140864933,0.029393371
0.134900893,0.173858662
0.091291915,0.173858662
0.135057584,0.173858662
0.182671968,0.08630394
0.113698684,0.091307067
0.194590254,0.100062539
0.129886791,0.500938086
0.153086807,0.504065041
0.156945315,0.505315822
0.159109605,0.115697311
0.195520605,0.117573483
0.093671655,0.120700438
0.184101771,0.535959975
0.114531103,0.149468418
0.194032043,0.132582864
0.14518372,0.120700438
0.188449937,0.565353346
0.157033453,0.562226391
0.108576857,0.56097561
0.250440693,0.467166979
0.164231432,0.462789243
0.143401363,0.462789243
0.137985741,0.613508443
0.146104278,0.614759225
0.142725635,0.617886179
0.12793795,0.519074422
0.128026089,0.533458412
0.306555547,0.662288931
0.114658414,0.666666667
0.146662488,0.673545966
0.153929019,0.557223265
0.194531495,0.560350219
0.097980649,0.560350219
0.169676434,0.45340838
0.196020056,0.450906817
0.116176355,0.449656035
0.18827366,0.592870544
0.125048966,0.592870544
0.169245534,0.592245153
0.142657082,0.491557223
0.126322078,0.490931832
0.195833986,0.48217636
0.239599655,0.628517824
0.214450799,0.620387742
0.048975635,0.528455285
0.147073801,0.516572858
0.197077719,0.505941213
0.142637496,0.944340213
0.189429254,0.93558474
0.121268803,0.927454659
0.190898229,0.565353346
0.097197195,0.560350219
0.160372924,0.556597874
0.126841116,0.99249531
0.157180351,0.99249531
0.16116617,0.99249531
0.160235819,0.611006879
0.126958634,0.61163227
0.186892824,0.617886179
0.15368419,0.622889306
0.196284472,0.044402752
0.165426199,0.055659787
0.104140552,0.061913696
0.176296615,0.947467167
0.111857568,0.96372733
0.201092918,0.976235147
0.615500627,0.075046904
0.275667894,0.076297686
0.169353259,0.067542214
0.146065105,0.407754847
0.137496083,0.095059412
0.132070668,0.090056285
0.11433524,0.075046904
0.259313303,0.00750469
0.266521075,0.005628518
0.27509989,0.005628518
0.079256111,0.515947467
0.144272955,0.51782364
0.069923222,0.056285178
0.151588452,0.063164478
0.166415309,0.073796123
0.151980179,0.959349593
0.151500313,0.983114447
0.153723363,0.994996873
0.141844249,0.098811757
0.195833986,0.105065666
0.110662802,0.106316448
0.306917894,0.990619137
0.159853886,0.990619137
