TIME,X
0.187088687,0.794841735
0.08487739,0.78233685
0.167218348,0.451348183
0.121298182,0.075420086
0.254034785,0.387651426
0.180517471,0.026182102
0.127614776,0.147323173
0.150139063,0.281750684
0.196656612,0.652207894
0.191573958,0.621727237
0.156005171,0.808518953
0.195452053,0.064087534
0.194707772,0.468542399
0.172741695,0.069949199
0.202630445,0.043767097
0.19306252,0.444314185
0.120446177,0.220789371
0.197253996,0.082063306
0.157346835,0.74755764
0.185560953,0.415005862
0.145546067,0.365767878
0.277646114,0.259476358
0.158247806,0.404064088
0.153390395,0.200468933
0.042140003,0.028526768
0.243722579,0.112543962
0.142480805,0.165689723
0.156308759,0.512700274
0.223254857,0.152403283
0.209799044,0.541617819
0.115960906,0.242282141
0.192357411,0.771004299
0.151823488,0.704962876
0.178725321,0.263384134
0.14614345,0.175849941
0.436569649,0.470496288
0.312607725,0.511137163
0.114393999,0.912465807
0.171997415,0.710824541
0.138377468,0.480656506
0.154957302,0.060961313
0.127693121,0.938647909
0.098626998,0.507620164
0.157503526,0.400156311
0.147788703,0.869089488
0.179841742,0.492379836
0.192621827,0.915982806
0.095042698,0.661586557
0.135086963,0.774521297
0.157199937,0.347401329
0.158100909,0.386088316
0.193591351,0.110199297
0.154213021,0.62797968
0.001194767,0.488862837
0.14614345,0.420085971
0.170724303,0.097694412
0.25911744,0.064869089
0.139866029,0.902305588
0.138671263,0.781555295
0.182309621,0.781946073
0.195902538,0.412270418
0.189184425,0.654943337
0.132922673,0.832747167
0.122159981,0.541617819
0.136732216,0.20593982
0.147485114,0.268073466
0.189820981,0.395076202
0.203678314,0.271981243
0.133892197,0.675263775
0.167659041,0.014067995
0.141736525,0.797186401
0.177080069,0.308323564
0.055292228,0.132082845
0.192465136,0.842907386
0.168481667,0.484173505
0.194854669,0.254396249
0.288996396,0.109417741
0.117449467,0.986322782
0.190672987,0.309886674
0.174533845,0.071512309
0.153919226,0.412661196
0.160940928,0.165298945
0.13411744,0.355998437
0.144654889,0.519343494
0.178725321,0.373192653
0.159746161,0.527940602
0.199046145,0.220398593
0.231921811,0.786635404
0.136389455,0.268073466
0.293785255,0.427901524
0.178118145,0.790933959
0.154545989,0.31887456
0.192768725,0.107073075
0.16116617,0.88198515
0.160343544,0.181711606
0.173339079,0.76084408
0.140463413,0.330988667
0.572547791,0.816725283
0.139572234,0.6346229
0.131502664,0.881594373
0.156906142,0.424384525
0.186432545,0.260257913
0.176257443,0.696365768
0.149580852,0.563892145
0.108635616,0.548651817
0.148239188,0.265338023
0.142255563,0.670574443
0.145692965,0.138726065
0.139866029,0.844079719
0.151970385,0.712387651
0.24088256,0.981633451
0.157954011,0.929269246
0.148307741,0.644001563
0.142559151,0.078546307
0.131874804,0.31731145
0.155339235,0.557248925
0.180517471,0.060570535
0.140012927,0.657288003
0.16437833,0.726846424
0.195452053,0.17780383
0.191867753,0.933958578
0.153321843,0.022665104
0.105345111,0.531848378
0.192239893,0.372801876
0.27077131,0.817116061
0.158247806,0.889800703
0.158551395,0.969128566
0.144498198,0.821023837
0.164975713,0.441187964
0.194257286,0.812817507
0.141961767,0.714732317
0.205245221,0.52989449
0.070236603,0.05314576
0.199937324,0.549433372
0.138974851,0.209847597
0.12104356,0.041031653
0.15705304,0.736225088
0.290494751,0.593200469
0.157728768,0.373583431
0.099371279,0.351309105
0.142255563,0.472450176
0.144654889,0.679171551
0.142255563,0.156701837
0.132991225,0.727237202
0.192768725,0.417741305
0.192768725,0.194998046
0.13628173,0.575615475
0.116558289,0.169206721
0.153615638,0.905822587
0.195902538,0.122313404
0.134940066,0.247753029
0.15346874,0.612739351
0.205019978,0.30402501
0.221462708,0.455255959
0.157131385,0.241109809
0.195452053,0.768659633
0.162282592,0.862837046
0.104307035,0.272762798
0.191867753,0.324345447
0.142255563,0.553341149
0.204422595,0.880031262
0.156827797,0.968347011
0.151970385,0.798749512
0.157356628,0.246580696
0.156005171,0.397811645
0.162282592,0.627198124
0.1760322,0.289957014
0.184023425,0.95349746
0.195452053,0.05314576
0.224890317,0.764751856
0.139043403,0.605705354
0.143009636,0.413051973
0.135987935,0.178194607
0.168853808,0.294255569
0.160186854,0.589292692
0.273464431,0.716686206
0.154516609,0.626807347
0.13411744,0.693630324
0.19501136,0.768268855
0.304538154,0.940992575
0.148532983,0.574833919
0.119545205,0.598280578
0.166464275,0.140289175
0.118644234,0.345056663
0.136134832,0.287612349
0.120289486,0.856975381
0.150325133,0.131692067
0.175581714,0.237202032
0.192690379,0.406408753
0.101036117,0.025009769
0.131502664,0.178585385
0.137476496,0.467370066
0.126420009,0.247362251
0.13881816,0.754982415
0.133480884,0.545916374
0.195833986,0.48339195
0.18985036,0.064869089
0.140913898,0.799531067
0.144351301,0.949589683
0.50986172,0.048065651
0.156044343,0.062133646
0.160637339,0.992575225
0.157199937,0.660414224
0.182907004,0.739351309
0.139415544,0.720203204
0.164819022,0.165689723
0.164672125,0.021101993
0.10818513,0.067213755
0.097726026,0.890973036
0.135684347,0.981242673
0.239393999,0.331770223
0.177080069,0.134427511
0.126116421,0.418913638
0.116666014,0.196561157
0.151745143,0.552950371
0.192171341,0.469323955
0.169901677,0.708870653
0.437539173,0.204767487
0.133745299,0.128175068
0.193591351,0.710433763
0.519126058,0.869871043
0.190379191,0.234075811
0.155711376,0.359124658
0.190672987,0.741695975
0.130004309,0.994529113
0.125519038,0.540054709
0.160186854,0.299726456
0.192053823,0.194216491
0.192915622,0.347010551
0.001047869,0.391168425
0.152136869,0.340367331
0.15488875,0.252833138
0.160784237,0.225478703
0.139719132,0.271199687
0.13269743,0.162172724
0.397788703,0.223915592
0.124480962,0.114497851
0.192024444,0.644783118
0.193140865,0.646737007
