TIME,X,Y
0.0587207593805477,0.5427901524032824,0.4527829893683552
0.0,0.9851504493942944,0.1638524077548468
0.0626537258517066,0.4814380617428683,0.9587242026266416
0.1218656028468719,0.6807346619773348,0.934959349593496
0.0604436965859274,0.1535756154747948,0.9237023139462164
0.0628992846590154,0.492379835873388,0.5741088180112571
0.0638815198882506,0.6053145760062524,0.3345841150719199
0.0624081670443978,0.1250488472059398,0.3095684803001876
0.0628992846590154,0.8878468151621727,1.0
0.0638815198882506,0.7088706525986713,0.0106316447779862
0.0653548727321033,0.1238765142633841,0.2301438398999374
0.0562651713074597,0.1160609613130128,0.4627892432770481
0.0577385241513125,0.8007033997655333,0.2501563477173233
0.0515955284143744,0.1250488472059398,0.7711069418386493
0.2525793738652969,0.6068776865963266,0.7560975609756098
0.0690422803959535,0.9120750293083234,0.6797998749218261
0.0864850068233143,0.6447831184056272,0.3014383989993746
0.0628992846590154,0.0664322000781555,0.965603502188868
0.0523322048363008,0.4931613911684251,0.6697936210131332
0.0628992846590154,0.3970300898788588,0.6372732958098812
0.0673233687447919,0.5509964830011722,0.3014383989993746
0.0628992846590154,0.8081281750683861,0.8342714196372732
0.126780804547266,0.8479874951152793,0.0737961225766103
0.0628992846590154,0.6143024618991794,0.9562226391494684
0.0,0.6799531066822977,0.326454033771107
0.063390402273633,0.912465806955842,0.760475297060663
0.0850116539794616,0.1055099648300117,0.5803627267041901
0.0557740536928421,0.3008987885892926,0.3227016885553471
0.0855027715940792,0.2805783509183274,0.0
0.0626537258517066,0.7690504103165299,0.6597873671044403
0.0805915954479032,0.710042985541227,0.5265791119449656
0.0560196125001509,0.4521297381789761,0.283927454659162
0.0002455588073087,0.2270418132082844,0.2858036272670419
0.0628992846590154,0.3708479874951152,0.6848030018761726
0.0619170494297802,0.2727627979679562,0.4115071919949968
0.063390402273633,0.2805783509183274,0.4527829893683552
0.0680600451667183,0.5115279406017975,0.1619762351469668
0.0628992846590154,0.8522860492379835,0.7091932457786116
0.0626537258517066,0.0484564282923016,0.5390869293308318
0.1859967070966495,0.0457209847596717,0.7460913070669168
0.1884522951697375,0.060570535365377,0.2038774233896185
0.0464387934608897,0.543180930050801,0.6385240775484677
0.0447158562555099,0.767096522078937,0.6772983114446529
0.0616714906224714,0.0011723329425556,0.0787992495309568
0.3218672130685592,0.2852676826885502,0.8630393996247656
0.1651121318127473,0.8651817116060961,0.0769230769230769
0.062162608237089,0.0109417741305197,0.5528455284552846
0.0599525789713098,0.7850722938647908,0.0237648530331457
0.1174455443153136,0.7444314185228604,0.9893683552220138
0.0442247386408923,0.6662758890191481,0.2620387742338962
0.3911550522718215,0.1012114107073075,0.9324577861163228
0.0,0.0824540836264165,0.4809255784865541
0.1206378088103279,0.2938647909339585,0.4684177611006879
0.0599525789713098,0.6873778819851504,0.9161976235146968
0.0628992846590154,0.1125439624853458,0.9943714821763604
0.0628992846590154,0.470887065259867,0.5909943714821764
0.1110569897710667,0.2751074638530676,0.1119449656035021
0.0624081670443978,0.385306760453302,0.8342714196372732
0.0628992846590154,0.2243063696756545,0.5565978736710444
0.0626537258517066,0.8644001563110589,0.4033771106941839
0.0604436965859274,0.4185228604923798,0.5628517823639775
0.0346439196016311,0.5599843688940992,0.5234521575984991
0.0014733528438527,0.552168815943728,0.1000625390869293
0.0628992846590154,0.3067604533020711,0.4652908067542213
0.1319415650549689,0.1320828448612739,0.6497811131957474
0.0093352602319524,0.470887065259867,0.9968730456535334
0.0960698514167938,0.2715904650254005,0.941213258286429
0.0393135624947164,0.8073466197733489,0.6372732958098812
0.160442488919662,0.6916764361078546,0.8530331457160726
0.0933646789821788,0.5803048065650644,0.0
0.0906635321017821,0.6236811254396247,0.8986866791744841
0.0628992846590154,0.6377491207502931,0.1357098186366479
0.0624081670443978,0.7276279796795623,0.652908067542214
0.063390402273633,0.8898007033997655,0.5822388993120701
0.114249254266081,0.0125048847205939,0.7285803627267042
0.0552829360782245,0.8933177022274325,0.8449030644152595
0.0619170494297802,0.7026182102383742,0.9793621013133208
0.0668322511301743,0.4322000781555294,0.1701063164477798
0.0628992846590154,0.4251660805001953,0.0475297060662914
0.0788686582425235,0.5935912465806955,0.1000625390869293
0.0624081670443978,0.5095740523642047,0.1494684177611007
0.0695333980105711,0.8022665103556076,0.938711694809256
0.21130134091211,0.7881985150449393,0.3095684803001876
0.0570018477293861,0.7753028526768267,0.1844903064415259
0.3823109096544866,0.0379054318093005,0.1544715447154471
0.0388224448800988,0.2426729191090269,0.8661663539712321
0.0628992846590154,0.5506057053536537,0.2476547842401501
0.0619170494297802,0.652989449003517,0.9337085678549092
0.0594574358024741,0.8307932786244626,0.8624140087554721
0.0651093139247945,0.5259867135599843,0.6097560975609756
0.0619170494297802,0.1664712778429073,0.6973108192620389
0.1039317588048934,0.9804611176240718,0.123827392120075
0.0628992846590154,0.1016021883548261,0.2307692307692307
0.0692878392032623,0.0011723329425556,0.3470919324577861
0.1965597613651459,0.1496678389996092,0.5146966854283928
0.2058950215970983,0.2606486908948807,0.6310193871169482
0.0665866923228655,0.7135599843688941,0.2288930581613508
0.1262896869326484,0.3602969910121141,0.123827392120075
0.0668322511301743,0.2219617037905431,0.2182614133833646
0.1086014016979787,0.4126611957796013,0.207004377736085
0.0766586289767443,0.7940601797577177,0.3095684803001876
0.1891889715916638,0.1684251660805001,0.2376485303314571
0.0579840829586213,0.7295818679171551,0.9699812382739212
0.0162149323908169,0.3188745603751465,0.975609756097561
0.0626537258517066,1.0,0.2345215759849906
0.3100723392093006,0.5072293864790933,0.6504065040650406
0.062162608237089,0.6463462289957014,0.8930581613508444
0.0567562889220773,0.618991793669402,0.4090056285178236
0.0874712676067677,0.7057444314185228,0.8398999374609131
0.0545462596562981,0.6803438843298163,0.9612257661038148
0.0628992846590154,0.1273935130910511,0.4784240150093808
0.0692878392032623,0.7319265338022665,0.7485928705440901
0.0628992846590154,0.2669011332551778,0.9193245778611632
0.0626537258517066,0.3571707698319655,0.3533458411507192
0.0690422803959535,0.397811645173896,0.0
0.5597050073868919,0.5783509183274715,0.7217010631644778
0.0987709982971905,0.2860492379835873,0.5872420262664165
0.0828016247136824,0.5588120359515435,0.4090056285178236
0.1046684352268198,0.9476357952325126,0.2601626016260162
0.0631448434663242,0.906213364595545,0.0393996247654784
0.1039317588048934,0.0488472059398202,0.9280800500312696
0.8181818181818181,0.0613520906604142,0.6597873671044403
0.0395591213020252,0.9226260257913248,0.4133833646028768
0.0619170494297802,0.1598280578350918,0.0
0.0624081670443978,0.9753810082063304,0.4771732332707943
0.0886990616433117,0.5318483782727628,0.1976235146966854
0.0628992846590154,0.8440797186400937,0.8480300187617261
0.0628992846590154,0.5904650254005471,0.8899312070043778
0.0579840829586213,0.3813989839781164,0.7335834896810507
0.063390402273633,0.9925752246971472,0.8730456535334584
0.0663411335155567,0.0386869871043376,0.9324577861163228
0.0560196125001509,0.5279406017975771,0.1713570981863665
0.0766586289767443,0.5123094958968346,0.5653533458411507
0.0714978684690414,0.0343884329816334,0.2007504690431519
0.082064948291756,0.4622899570144587,0.3345841150719199
0.0628992846590154,0.2794060179757717,0.2120075046904315
0.0628992846590154,0.7487299726455646,0.6291432145090682
0.0538095832343717,0.4751856193825712,0.1169480925578486
0.063390402273633,0.6987104337631886,0.308317698561601
0.0626537258517066,0.9656115670183664,0.2288930581613508
0.0628992846590154,0.2098475967174677,0.1557223264540337
0.0692878392032623,0.5185619382571317,0.6991869918699187
0.0582296417659301,0.7526377491207502,0.1751094434021263
0.0675689275521007,0.7780382962094567,0.3883677298311445
0.0481577051120512,1.0,0.3158223889931207
0.1058962292633638,0.5541227041813208,0.4627892432770481
0.0628992846590154,0.5091832747166861,0.0
0.0793597758571411,0.1227041813208284,0.0193871169480925
0.0668322511301743,0.2457991402891754,0.0293933708567854
0.0626537258517066,0.5244236029699101,0.6579111944965604
0.0628992846590154,0.0050801094177413,0.3151969981238274
0.0648637551174858,0.4962876123485736,0.600375234521576
0.0643726375028682,0.2770613520906604,0.5484677923702315
0.0628992846590154,0.2864400156311059,0.8342714196372732
0.0643726375028682,0.6830793278624463,0.123827392120075
0.0594614613566922,0.4220398593200468,1.0
0.0599525789713098,0.6514263384134427,0.6647904940587868
0.0714978684690414,0.0398593200468933,0.8855534709193247
0.062162608237089,0.8214146150840171,0.8549093183239524
0.0773953053986707,0.9359124658069558,0.3170731707317073
0.0631448434663242,0.9230168034388432,0.1982489055659787
0.0628992846590154,0.0015631105900742,0.608505315822389
0.0538095832343717,0.9726455646737006,0.782989368355222
0.0626537258517066,0.8030480656506447,0.1682301438398999
0.0631448434663242,0.1281750683860883,1.0
0.0616714906224714,0.4947245017584993,0.5803627267041901
0.0746941585182739,0.8694802657288002,0.8474046278924329
0.080837154255212,0.17389605314576,0.1738586616635397
0.0670778099374831,0.9234075810863618,0.3821138211382114
0.0668322511301743,0.6006252442360297,0.1194496560350218
0.0746941585182739,0.7151230949589683,0.0400250156347717
0.1346427119353656,0.6768268855021492,0.9218261413383364
0.0631448434663242,0.1281750683860883,0.1294559099437148
0.0690422803959535,0.3395857756936303,0.7116948092557849
0.070761192047115,0.3622508792497069,0.8086303939962477
0.113021460229537,0.1617819460726846,0.0656660412757973
0.0152326971615817,0.8155529503712386,0.6135084427767356
0.059707020164001,0.1789761625635013,0.1844903064415259
0.0427513857970396,0.3825713169206721,0.9543464665415886
0.0636359610809418,0.0937866354044548,0.5684803001876172
0.0624081670443978,0.4564282923016803,0.7523452157598499
0.0604436965859274,0.4853458382180539,1.0
0.0466843522681985,0.5357561547479484,0.107567229518449
0.0886990616433117,0.2669011332551778,0.8442776735459663
0.0592118769951653,0.3817897616256349,0.7166979362101313
0.0560196125001509,0.6897225478702617,0.207004377736085
0.0628992846590154,0.8745603751465415,0.7485928705440901
0.063390402273633,0.6092223524814381,0.7886178861788617
0.0498766167632128,0.0316529894490035,0.409631019387117
0.1061417880706726,0.1344275107463853,0.2914321450906817
0.0638815198882506,0.1981242672919108,0.5572232645403378
0.1140036954587722,0.6576787807737396,0.5622263914946841
0.0447158562555099,0.0500195388823759,0.4146341463414634
0.0705156332398063,0.2626025791324736,0.2851782363977486
0.0668322511301743,0.7362250879249707,0.4615384615384615
0.0628992846590154,0.7202032043767096,0.7160725453408381
0.0899268556798557,0.3806174286830793,0.7191994996873046
0.1206378088103279,0.0,0.8330206378986867
0.0523322048363008,0.3130128956623681,0.1294559099437148
0.0628992846590154,0.3137944509574052,0.8655409631019387
0.0442247386408923,0.2528331379445095,0.089430894308943
0.0626537258517066,0.4521297381789761,0.0900562851782364
0.0628992846590154,0.704572098475967,0.2958098811757348
0.0636238844182872,0.4517389605314575,0.8449030644152595
0.0587207593805477,0.6819069949198905,0.316447779862414
0.0628992846590154,0.6557248925361469,0.7498436522826767
0.0776408642059795,0.2387651426338413,0.6041275797373359
0.0624081670443978,0.2555685814771394,0.8449030644152595
0.0702700744324974,0.0949589683470105,0.1926203877423389
0.0987709982971905,0.0,1.0
0.8169540241452742,0.1000390777647518,1.0
0.1120392250003019,0.3681125439624853,0.4383989993746091
0.0626537258517066,0.7205939820242282,0.691682301438399
0.0628992846590154,0.0562719812426729,0.975609756097561
0.0624081670443978,0.0468933177022274,0.3783614759224515
0.0628992846590154,0.660023446658851,0.7310819262038775
0.0565107301147685,0.8034388432981633,0.758599124452783
0.0628992846590154,0.2418913638139898,0.0
0.1093380781199051,0.4290738569753809,0.6422764227642277
0.0678144863594095,0.3481828839390386,0.509068167604753
0.0651093139247945,0.211410707307542,0.900562851782364
0.0835383011356088,0.2454083626416568,0.3702313946216385
0.1972964377870723,0.4810472840953497,0.0331457160725453
0.0574929653440037,0.6783899960922235,0.2220137585991244
0.0631448434663242,0.4841735052754982,0.49906191369606
0.0437336210262747,0.985541227041813,0.2926829268292683
0.0886990616433117,0.0773739742086752,0.9011882426516572
0.0714978684690414,0.7264556467370066,0.8230143839899937
0.0737119232890388,0.0,0.983739837398374
0.0628992846590154,0.5834310277452128,0.2326454033771106
0.063390402273633,0.627979679562329,0.7191994996873046
0.0606892553932362,0.0640875341930441,0.0712945590994371
0.0560196125001509,0.0187573270808909,0.8805503439649782
0.063390402273633,0.7057444314185228,1.0
0.063390402273633,0.933177022274326,0.5684803001876172
0.030956511937781,0.0500195388823759,0.709818636647905
0.0628992846590154,0.1656897225478702,0.4921826141338337
0.0628992846590154,0.9429464634622898,0.543464665415885
0.0255542181769875,0.6737006643220007,0.6378986866791745
0.0628992846590154,0.8585384915982806,0.6391494684177611
0.0624081670443978,0.9738178976162564,0.2464040025015634
0.0628992846590154,0.6701836654943337,0.5234521575984991
0.0628992846590154,0.7850722938647908,0.6547842401500938
0.0628992846590154,0.9941383352872216,0.7623514696685428
0.0619170494297802,0.5760062524423603,0.0318949343339587
0.0162149323908169,0.3462289957014458,0.0762976860537836
0.0226034869350637,0.4333724110980851,0.9799874921826142
0.063390402273633,0.1481047284095349,0.2395247029393371
0.0638815198882506,0.830402500976944,0.1732332707942464
0.0628992846590154,0.5728800312622118,0.0
0.0628992846590154,0.7010550996483,0.2626641651031895
0.0579840829586213,0.6803438843298163,0.3095684803001876
0.0796053346644499,0.9953106682297772,0.6341463414634146
0.0624081670443978,0.3180930050801094,0.4196372732958099
0.0592118769951653,0.0246189917936694,0.3339587242026267
0.063390402273633,0.1152794060179757,0.6091307066916823
0.2705172434614935,0.8761234857366158,0.0988117573483427
0.0675689275521007,0.861664712778429,0.3176985616010006
0.1046684352268198,0.0777647518561938,0.9049405878674172
0.0965609690314114,0.7514654161781945,0.140087554721701
0.0631448434663242,0.6291520125048847,0.6647904940587868
0.0658459903467209,0.3669402110199296,0.9843652282676674
0.125553010510722,0.8796404845642828,0.5297060662914321
0.063390402273633,0.6455646737006643,0.1325828642901813
0.0628992846590154,0.3040250097694411,0.807379612257661
0.0570018477293861,0.6748729972645564,0.8123827392120074
0.063390402273633,0.4841735052754982,0.0719199499687304
0.0628992846590154,0.2735443532629933,0.0
0.1093380781199051,0.9925752246971472,0.6604127579737336
0.0550373772709157,0.5959359124658069,0.6935584740462789
0.0628992846590154,0.8280578350918327,0.9143214509068168
0.0687967215886447,0.9925752246971472,0.3026891807379612
0.0626537258517066,0.2278233685033215,0.8955597248280175
0.0631448434663242,0.110590074247753,0.2370231394621638
0.0614259318151626,0.3704572098475966,0.5616010006253909
0.0628992846590154,1.0,0.7116948092557849
