TIME,Y
0.474147562,0.704190119
0.497521753,0.322701689
0.487270467,0.743589744
0.503965194,0.644152595
0.473801394,0.782989368
0.503162715,0.68355222
0.552224128,0.821763602
0.416258871,0.722951845
0.508685664,0.623514697
0.480976508,0.761726079
0.498631064,0.662914321
0.49771844,0.801125704
0.478545466,0.701688555
0.491566094,0.12257661
0.500723805,0.74108818
0.472094158,0.161350844
0.508843013,0.780487805
0.473762057,0.200750469
0.500157349,0.101313321
0.507277391,0.240150094
0.481346278,0.140712946
0.491723443,0.279549719
0.495271663,0.18011257
0.471331015,0.080675422
0.484154957,0.219512195
0.49568077,0.120075047
0.494272497,0.25891182
0.500747408,0.159474672
0.505239721,0.580362727
0.057227826,0.198248906
0.096399855,0.23764853
0.05847875,0.658536585
0.117720643,0.559724828
0.087147735,0.69793621
0.122401775,0.737335835
0.10683996,0.637898687
0.087958082,0.538461538
0.009141976,0.677298311
0.621858921,0.716697936
0.49534247,0.617260788
0.474942174,0.037523452
0.511769704,0.656660413
0.117807185,0.076923077
0.133715167,0.696060038
0.252741806,0.116322702
0.02214687,0.016885553
0.098767957,0.155722326
0.096155964,0.056285178
0.15412333,0.19449656
0.322392334,0.095684803
0.096832565,0.996873046
0.12275581,0.134459037
0.132857615,0.03564728
0.034435825,0.173858662
0.051933032,0.074421513
0.102670212,0.495934959
0.139891115,0.113821138
0.141031895,0.534709193
0.348551603,0.153220763
0.099861533,0.574108818
0.325602253,0.47467167
0.091679386,0.613508443
0.088382924,0.514071295
0.129490347,0.553470919
0.148112599,0.454033771
0.084661621,0.592870544
0.129569021,0.493433396
0.301984171,0.632270169
0.000590059,0.532833021
0.094818498,0.953721076
0.127507749,0.572232645
0.15023681,0.9931207
0.090876906,0.031894934
0.136256353,0.933083177
0.106666876,0.070669168
0.093614778,0.422138837
0.088603213,0.110068793
0.172399415,0.010631645
0.037779491,0.515947467
0.12855412,0.951219512
0.116941765,0.089430894
0.130796343,0.990619137
0.095550171,0.410881801
0.118546725,0.029393371
0.147058361,0.450281426
0.08669929,0.068792996
0.09095558,0.489681051
0.124195553,0.390243902
0.103763788,0.529080675
0.073285289,0.429643527
0.241924063,0.018136335
0.062475414,0.469043152
0.098854499,0.369606004
0.237132787,0.508442777
0.103488427,0.409005629
0.099491763,0.547217011
0.133620757,0.448405253
0.097831731,0.869293308
0.09447233,0.853658537
0.1065646,0.908692933
0.134242286,0.947467167
0.125721838,0.84865541
0.099609775,0.986866792
0.135162778,0.887429644
0.132582254,0.025641026
0.163611474,0.926829268
0.115800985,0.347091932
0.087218542,0.966228893
0.094023886,0.386491557
0.128192218,0.005003127
0.101387818,0.326454034
0.143864176,0.465290807
0.355876198,0.504690432
0.048479222,0.405253283
0.126327632,0.305816135
0.091781663,0.444652908
0.06625179,0.34521576
0.151896842,0.483427142
0.08756471,0.384615385
0.415472126,0.80550344
0.124321433,0.462789243
0.105124856,0.883677298
0.084488537,0.784865541
0.144391295,0.923076923
0.132936289,0.823639775
0.091773795,0.8630394
0.095479364,0.763602251
0.049187292,0.902439024
0.130520982,0.803001876
0.151330386,0.941838649
0.101718251,0.842401501
0.071113873,0.262664165
0.127067172,0.881801126
0.124769877,0.92120075
0.142794203,0.341463415
0.073584253,0.242026266
0.071168946,0.380863039
0.129490347,0.281425891
0.154241342,0.419637273
0.134037732,0.320825516
0.106548865,0.275797373
0.097383286,0.35959975
0.093205671,0.398999375
0.100286375,0.299562226
0.146224411,0.721075672
0.127979796,0.338961851
0.104235835,0.759849906
0.159850833,0.744840525
0.197850613,0.799249531
0.095447894,0.699812383
0.253166648,0.838649156
0.146657121,0.739212008
0.098744355,0.87804878
0.099908738,0.778611632
0.094975847,0.679174484
0.037354649,0.267667292
0.167112489,0.718574109
0.149843438,0.856785491
0.08632952,0.757973734
0.133439806,0.178236398
0.128137145,0.796747967
0.107469356,0.217636023
0.33535789,0.256410256
0.089767596,0.157598499
0.088508804,0.295809881
0.146743663,0.196372733
0.392310355,0.335209506
0.137302724,0.235772358
0.070751971,0.13633521
0.099255739,0.275171982
0.150378424,0.175734834
0.094377921,0.314571607
0.118365773,0.215134459
0.070586754,0.636022514
0.137774771,0.254534084
0.352265039,0.675422139
0.063545387,0.293933709
0.13833336,0.714821764
0.256581121,0.615384615
0.037661479,0.754221388
0.110584866,0.792995622
0.372877756,0.694183865
0.492148286,0.594746717
0.124085409,0.732958099
0.106761286,0.634146341
0.094606077,0.672920575
0.082010291,0.09380863
0.034726921,0.7123202
0.114715277,0.751719825
0.134438972,0.171982489
0.114723144,0.072545341
0.477963275,0.211382114
0.120458515,0.196372733
0.134698598,0.15134459
0.199730933,0.051907442
0.102937706,0.190744215
0.22339622,0.091307067
0.15020534,0.23014384
0.130048936,0.130706692
0.12741334,0.170106316
0.098964644,0.590994371
0.137397133,0.630393996
0.493540824,0.530956848
0.232553931,0.66916823
0.154579642,0.570356473
0.093488899,0.074421513
0.095857001,0.609130707
0.119325602,0.510318949
0.087076928,0.648530331
0.102489261,0.549093183
0.131394269,0.687929956
0.510731201,0.588492808
0.100821362,0.008755472
0.640449703,0.627892433
0.10878322,0.048155097
0.291166428,0.667292058
0.135642692,0.087554722
0.12784605,0.988742964
0.057495319,0.126954346
0.129765707,0.027517198
0.11967177,0.166353971
0.175821755,0.066916823
0.18508961,0.968105066
0.056378141,0.556597874
0.093591176,0.0068793
0.13558762,0.046278924
0.383789908,0.467166979
0.128837348,0.085053158
0.164996145,0.506566604
0.092458263,0.124452783
0.227062452,0.545340838
0.10150583,0.446529081
0.108098752,0.584740463
0.146468302,0.485303315
0.089256211,0.524702939
0.653226441,0.663539712
0.253599358,0.564102564
0.430475351,0.464665416
0.491534625,0.603502189
0.093709188,0.504065041
0.068139978,0.642901814
0.134619924,0.543464665
0.102371249,0.96435272
0.095440026,0.988117573
0.090444196,0.042526579
0.050461819,0.943714822
0.101773323,0.081300813
0.114974903,0.983114447
0.120529322,0.120700438
0.104739351,0.02126329
0.095314147,0.526579112
0.07352918,0.060662914
0.084032225,0.961851157
0.140693594,0.100062539
0.328072632,0.000625391
0.135666294,0.040025016
0.127082907,0.460913071
0.022673989,0.07942464
0.10070335,0.500312695
0.135862981,0.400875547
0.083489371,0.53971232
0.108586534,0.440275172
