TIME,X,Y,CLASS,DIFFPOSX,DIFFPOSY
0.44945932246343967,0.2985541227041813,0.1919949968730456,0,0.0,0.0
0.04114218129593447,0.2626025791324736,0.6935584740462789,1,0.03595154357170771,0.5015634771732334
0.09893413308551782,0.4693239546697928,0.5816135084427767,0,0.20672137553731923,0.1119449656035022
0.09635746670045414,0.953497459945291,0.5797373358348968,0,0.4841735052754982,0.0018761726078798668
0.18435132775758728,0.1336459554513481,0.0281425891181988,1,0.819851504493943,0.5515947467166981
0.12410239080847571,0.1336459554513481,0.0275171982489055,1,0.0,0.0006253908692933005
0.11195826645264295,0.1336459554513481,0.0268918073796122,1,0.0,0.0006253908692933005
0.14097744360901557,0.1324736225087925,0.0237648530331457,1,0.001172332942555615,0.003126954346466499
0.01117259440736608,0.7940601797577177,0.4740462789243277,0,0.6615865572489252,0.45028142589118203
0.1448072428261592,0.4576006252442359,0.4702939337085678,0,0.3364595545134818,0.0037523452157599
0.028132128072990238,0.2723720203204376,0.699812382739212,1,0.18522860492379828,0.22951844903064417
0.06661316211877655,0.1836654943337241,0.1732332707942464,0,0.08870652598671352,0.5265791119449655
0.06481794373574078,0.2711996873778819,0.6966854283927455,1,0.08753419304415783,0.5234521575984991
0.04002984990566095,0.1051191871824931,0.0268918073796122,0,0.1660805001953888,0.6697936210131333
0.06908422742248542,0.2704181320828448,0.6954346466541589,1,0.1652989449003517,0.6685428392745467
0.043064120976596475,0.4658069558421258,0.8855534709193247,0,0.19538882375928096,0.1901188242651658
0.04928050463236514,0.2692457991402892,0.6923076923076924,1,0.1965611567018366,0.19324577861163228
0.08749401593871883,0.2680734661977334,0.6904315196998124,1,0.0011723329425557538,0.0018761726078799779
0.09658978907943525,0.2669011332551778,0.6879299562226392,1,0.0011723329425556428,0.00250156347717323
0.09353439779222869,0.4122704181320828,0.6572858036272671,1,0.14536928487690504,0.03064415259537212
0.018733631832389137,0.0312622118014849,0.1350844277673546,0,0.3810082063305979,0.5222013758599124
0.0778139168145043,0.4118796404845642,0.6566604127579737,1,0.3806174286830793,0.5215759849906191
0.03191968685759207,0.3571707698319655,0.3339587242026267,0,0.05470887065259872,0.32270168855534703
0.07088648587761161,0.4114888628370457,0.6560350218886805,1,0.054318093005080226,0.3220762976860538
0.070802005012528,0.454865181711606,0.0137585991244527,0,0.04337631887456028,0.6422764227642278
0.01360845935062263,0.4110980851895271,0.6554096310193872,1,0.043767096522078885,0.6416510318949346
0.08793050040831984,0.4099257522469714,0.6535334584115072,1,0.0011723329425556983,0.0018761726078799779
0.1332896848863664,0.5509964830011722,0.6128830519074422,1,0.1410707307542008,0.04065040650406504
0.07775759623778142,0.5498241500586165,0.6128830519074422,1,0.0011723329425556983,0.0
0.004956210751598582,0.4626807346619773,0.0781738586616635,0,0.08714341539663922,0.5347091932457787
0.09856100926472981,0.8784681516217272,0.4152595372107567,0,0.4157874169597499,0.3370856785490932
0.045661907577930774,0.5482610394685423,0.6116322701688556,1,0.3302071121531849,0.19637273295809887
0.06004477485849189,0.1187964048456428,0.2707942464040025,0,0.4294646346228995,0.34083802376485306
0.0022528230689080222,0.947245017584994,0.4946841776110069,0,0.8284486127393512,0.2238899312070044
0.12122300132352751,0.5482610394685423,0.6110068792995622,1,0.3989839781164517,0.1163227016885553
0.04721776350989583,0.9898397811645174,0.1507191994996873,0,0.4415787416959751,0.46028767979987495
0.07972881642307646,0.5486518171160609,0.6110068792995622,1,0.4411879640484565,0.46028767979987495
0.03339106192447212,0.7874169597499022,0.0,0,0.2387651426338413,0.6110068792995622
0.13835853679140978,0.4130519734271199,0.0850531582238899,0,0.3743649863227823,0.0850531582238899
0.08400214018191106,0.5763970300898787,0.8530331457160726,0,0.16334505666275884,0.7679799874921827
0.08581143870912881,0.8300117233294255,0.0037523452157598,1,0.2536146932395468,0.8492808005003127
0.025907465292442488,0.016021883548261,0.0168855534709193,0,0.8139898397811646,0.013133208255159502
0.11016304806960765,0.9703008987885892,0.1963727329580988,1,0.9542790152403282,0.1794871794871795
0.026048266734248978,0.5943728018757327,0.6210131332082551,0,0.37592809691285645,0.42464040025015637
0.06875334403423929,0.1645173896053145,0.4046278924327705,0,0.42985541227041824,0.21638524077548466
0.08897947114978136,0.9699101211410708,0.1963727329580988,1,0.8053927315357563,0.20825515947467169
0.04100137985412647,0.1707698319656115,0.9562226391494684,0,0.7991402891754593,0.7598499061913696
0.07858128467235097,0.6651035560765923,0.1113195747342088,0,0.49433372411098087,0.8449030644152595
0.09419616456872167,0.9699101211410708,0.1957473420888055,1,0.30480656506447845,0.08442776735459671
0.015586719608006692,0.4224306369675654,0.841776110068793,0,0.5474794841735053,0.6460287679799875
0.04747120610514807,0.618210238374365,0.3977485928705441,0,0.19577960140679956,0.44402751719824896
0.026984596322266605,0.1094177413051973,0.6316447779862414,1,0.5087924970691676,0.23389618511569732
0.07442060206695979,0.0152403282532239,0.2551594746716698,0,0.0941774130519734,0.37648530331457164
0.06577539354002802,0.1090269636576787,0.6316447779862414,1,0.0937866354044548,0.37648530331457164
0.08160851567119468,0.3782727627979679,0.2107567229518449,0,0.26924579914028923,0.4208880550343965
0.003963560586861808,0.1082454083626416,0.6316447779862414,1,0.2700273544353263,0.4208880550343965
0.09944101827602224,0.1074638530676045,0.6316447779862414,1,0.0007815552950370952,0.0
0.10907887696769451,0.1062915201250488,0.6316447779862414,1,0.0011723329425556983,0.0
0.06171327194390037,0.243454474404064,0.7811131957473421,0,0.1371629542790152,0.14946841776110065
0.0794683337557352,0.1055099648300117,0.632895559724828,1,0.1379445095740523,0.14821763602251403
0.005610937455998103,0.0140679953106682,0.594121325828643,0,0.0914419695193435,0.03877423389618506
0.08695897045985292,0.6135209066041422,0.5028142589118199,0,0.599452911293474,0.09130706691682311
0.002604826673426577,0.2481438061742868,0.5891181988742965,1,0.3653771004298554,0.08630393996247665
0.1163653515811943,0.2473622508792496,0.5934959349593496,1,0.0007815552950372062,0.004377736085053097
0.10870575314690657,0.2465806955842125,0.5953721075672296,1,0.0007815552950370952,0.0018761726078799779
0.11801272845033246,0.3602969910121141,0.5590994371482176,0,0.1137162954279016,0.03627267041901194
2.1120216271719688e-05,0.2446268073466197,0.6035021888680425,1,0.11567018366549439,0.044402751719824884
0.10927599898622434,0.2426729191090269,0.6091307066916823,1,0.0019538882375927935,0.0056285178236398226
0.031750725127422975,0.8507229386479093,0.1063164477798624,0,0.6080500195388824,0.50281425891182
0.06512066683562617,0.2415005861664712,0.6122576610381488,1,0.6092223524814381,0.5059412132582864
0.017515699360759696,0.8784681516217272,0.5959974984365228,0,0.636967565455256,0.016260162601625994
0.10570668243642313,0.6490816725283313,0.6904315196998124,0,0.22938647909339593,0.09443402126328959
0.14327954718255673,0.3868698710433763,0.5440900562851783,1,0.262211801484955,0.14634146341463417
0.04750640646559876,0.5607659241891363,0.4546591619762352,0,0.17389605314576,0.08943089430894308
0.025013376136971095,0.3864790933958577,0.5453408380237649,1,0.1742868307932786,0.09068167604752969
0.04438061445748873,0.7604533020711214,0.3320825515947467,0,0.3739742086752637,0.21325828642901817
0.05175156993607448,0.385306760453302,0.5472170106316447,1,0.3751465416178194,0.21513445903689804
0.10981104446508863,0.4626807346619773,0.3258286429018136,0,0.07737397420867531,0.22138836772983111
0.12031483202387434,0.4310277452129737,0.1213258286429018,0,0.03165298944900358,0.2045028142589118
0.08144659401311974,0.3833528722157092,0.5509693558474046,1,0.04767487299726453,0.4296435272045028
0.05699642364337366,0.8085189527159046,0.6597873671044403,0,0.4251660805001954,0.10881801125703572
0.1307270986454851,0.3821805392731535,0.5522201375859913,1,0.4263384134427511,0.10756722951844899
0.009996902368278444,0.8983978116451737,0.0587867417135709,0,0.5162172723720202,0.4934333958724204
0.08727577370391938,0.3798358733880421,0.5547217010631645,1,0.5185619382571316,0.49593495934959364
0.011123313902733155,0.8401719421649081,0.2263914946841776,0,0.460336068776866,0.3283302063789869
0.0756244543944091,0.0539273153575615,0.8461538461538463,0,0.7862446268073466,0.6197623514696686
0.010919151812115238,0.5263774912075029,0.4978111319574734,1,0.47245017584994137,0.34834271419637286
0.10174312184956225,0.5252051582649472,0.49906191369606,1,0.0011723329425556983,0.001250781738586615
0.014418067641011341,0.5166080500195389,0.5071919949968731,0,0.00859710824540827,0.008130081300813052
0.09429472557798611,0.5244236029699101,0.49906191369606,1,0.007815552950371174,0.008130081300813052
0.0026541071780562357,0.4419695193434935,0.1063164477798624,0,0.0824540836264166,0.39274546591619763
0.09984230238517279,0.5240328253223915,0.49906191369606,1,0.082063305978898,0.39274546591619763
0.026660753006108324,0.6014067995310668,0.1131957473420888,0,0.07737397420867531,0.3858661663539712
0.0712173692658589,0.5232512700273544,0.49906191369606,1,0.0781555295037124,0.3858661663539712
0.07863760524907244,0.660023446658851,0.300187617260788,0,0.13677217663149666,0.198874296435272
0.018684351327757847,0.6654943337241109,0.1701063164477798,1,0.0054708870652598884,0.13008130081300823
0.048991861676661516,0.6635404454865181,0.1701063164477798,1,0.0019538882375927935,0.0
0.03501731857733856,0.5635013677217663,0.265791119449656,0,0.10003907776475185,0.0956848030018762
0.07765199515642889,0.6611957796014067,0.1701063164477798,1,0.09769441187964045,0.0956848030018762
0.0010912111740002898,0.6948026572880031,0.407754846779237,0,0.033606877686596315,0.23764853033145722
0.1126693137337693,0.657288003126221,0.1682301438398999,1,0.03751465416178201,0.23952470293933711
0.017691701163016875,0.5834310277452128,0.0781738586616635,0,0.07385697538100822,0.0900562851782364
0.09371039959448937,0.6549433372411098,0.16635397123202,1,0.07151230949589693,0.0881801125703565
0.04035369322181457,0.8362641656897224,0.9562226391494684,0,0.18132082844861264,0.7898686679174484
0.05891132325194956,0.6541617819460726,0.1657285803627267,1,0.18210238374364984,0.7904940587867417
0.01220044493255261,0.9843688940992574,0.3796122576610381,0,0.3302071121531849,0.21388367729831143
0.06602179606319125,0.8057835091832746,0.6053783614759225,1,0.17858538491598286,0.22576610381488438
0.017888823181545773,0.1817116060961313,0.632895559724828,0,0.6240719030871433,0.027517198248905528
0.0800596998113247,0.8057835091832746,0.6047529706066291,1,0.6240719030871433,0.02814258911819889
0.004160682605386975,0.3767096522078936,0.3126954346466541,0,0.429073856975381,0.292057535959975
0.1214201233420592,0.8057835091832746,0.6028767979987493,1,0.429073856975381,0.29018136335209516
0.10818478781222218,0.8057835091832746,0.6010006253908693,1,0.0,0.0018761726078799779
0.09804004393004451,0.8057835091832746,0.600375234521576,1,0.0,0.0006253908692932519
0.12944580552504215,0.2227432590855803,0.4709193245778612,1,0.5830402500976943,0.12945590994371486
0.055961533046093914,0.9148104728409534,0.0875547217010631,0,0.6920672137553732,0.3833646028767981
0.14056207935568535,0.9128565846033606,0.4809255784865541,0,0.0019538882375927935,0.393370856785491
0.039572245219790796,0.3622508792497069,0.1432145090681676,1,0.5506057053536537,0.33771106941838647
0.045936470389452866,0.2493161391168424,0.4777986241400875,0,0.1129347401328645,0.3345841150719199
0.07369547464165796,0.3579523251270027,0.1407129455909943,1,0.10863618601016031,0.3370856785490932
0.03802342935991382,0.1949980461117623,0.073170731707317,0,0.1629542790152404,0.06754221388367729
0.06755653177888366,0.3536537710042985,0.1388367729831144,1,0.1586557248925362,0.0656660412757974
0.030842555827768882,0.2270418132082844,0.965603502188868,0,0.1266119577960141,0.8267667292057537
0.08265748641265759,0.3493552168815943,0.1369606003752345,1,0.12231340367330992,0.8286429018136335
0.02932894032834726,0.5853849159828057,0.2395247029393371,0,0.2360296991012114,0.10256410256410259
0.07536397172706691,0.3474013286440015,0.1357098186366479,1,0.23798358733880426,0.10381488430268918
0.00734983526231216,0.7600625244236029,0.7223264540337712,0,0.4126611957796014,0.5866166353971233
0.11989242769845489,0.4998046111762407,0.5778611632270169,1,0.2602579132473622,0.1444652908067543
0.08619160260200719,0.4978507229386479,0.5766103814884304,1,0.0019538882375927935,0.0012507817385865039
0.005751738897803659,0.3134036733098866,0.1969981238273921,0,0.1844470496287613,0.37961225766103823
0.09429472557798704,0.4962876123485736,0.5753595997498436,1,0.182883939038687,0.3783614759224515
0.11754104362027867,0.0687768659632669,0.3821138211382114,0,0.42751074638530673,0.19324577861163222
0.017726901523473164,0.4943337241109808,0.5734834271419638,1,0.42555685814771393,0.19136960600375236
0.12234941285797848,0.4431418522860492,0.2045028142589118,0,0.05119187182493162,0.36898061288305195
0.018888513418380427,0.4931613911684251,0.5722326454033771,1,0.050019538882375925,0.36772983114446534
0.10640364957336189,0.4071903087143415,0.1782363977485928,0,0.08597108245408364,0.39399624765478436
0.030166708907101842,0.6408753419304415,0.533458411507192,1,0.2336850332161,0.3552220137585992
0.04449325561093075,0.93200468933177,0.8630393996247656,0,0.29112934740132856,0.32958098811757364
0.10904367660724662,0.6400937866354044,0.5309568480300187,1,0.29191090269636566,0.33208255159474687
0.11782264650389353,0.6397030089878859,0.5297060662914321,1,0.0003907776475184921,0.001250781738586615
0.07613837965700446,0.6397030089878859,0.5284552845528456,1,0.0,0.0012507817385865039
0.06595843541437516,0.6397030089878859,0.5272045028142589,1,0.0,0.001250781738586726
0.02162710146151515,0.4697147323173114,0.6985616010006254,0,0.16998827667057448,0.17135709818636646
0.20582354763311708,0.1051191871824931,0.2076297686053783,0,0.3645955451348183,0.49093183239524707
0.09816676522767483,0.6397030089878859,0.5240775484677924,1,0.5345838218053928,0.3164477798624141
0.0105460279913217,0.5674091441969519,0.1544715447154471,0,0.07229386479093403,0.3696060037523453
0.028561572470505253,0.7807737397420867,0.4865540963101938,1,0.21336459554513487,0.3320825515947467
0.09895525330178855,0.7807737397420867,0.4828017510944341,1,0.0,0.0037523452157597337
0.05904508462166423,0.7807737397420867,0.4803001876172608,1,0.0,0.0025015634771732853
0.09249246712285876,0.7811645173896052,0.4803001876172608,1,0.0003907776475184921,0.0
0.02043732927824621,0.8995701445877294,0.5997498436522827,0,0.1184056271981242,0.11944965603502189
0.11963898510320545,0.7823368503321608,0.4771732332707943,1,0.11723329425556861,0.12257661038148837
0.18887809411166956,0.5123094958968346,0.1519699812382739,0,0.2700273544353262,0.32520325203252043
0.055778491171751446,0.9202813599062132,0.4440275171982489,1,0.40797186400937857,0.29205753595997497
0.035636844921285056,0.4415787416959749,0.8342714196372732,0,0.4787026182102383,0.39024390243902435
0.07133001041930279,0.1461508401719421,0.9899937460913072,0,0.29542790152403275,0.15572232645403394
0.009032412491909406,0.920672137553732,0.4434021263289556,1,0.7745212973817899,0.5465916197623516
0.09480161076848966,0.9210629152012504,0.4427767354596623,1,0.00039077764751838107,0.0006253908692933074
0.00530821435610874,0.9339585775693628,0.3070669168230144,0,0.01289566236811246,0.13570981863664788
0.19300357635661797,0.921453692848769,0.442151344590369,1,0.012504884720593856,0.13508442776735458
0.030546872799970405,0.120359515435717,0.7679799874921827,0,0.801094177413052,0.3258286429018137
0.08722649319928599,0.3376318874560375,0.8999374609130707,0,0.21727237202032051,0.13195747342088804
0.1405127988510529,0.1371629542790152,0.0100062539086929,0,0.2004689331770223,0.8899312070043778
0.048836980090678855,0.3384134427510746,0.5078173858661663,1,0.2012504884720594,0.4978111319574734
0.028934696291283868,0.5974990230558812,0.3839899937460913,0,0.2590855803048066,0.12382739212007504
0.0654867505843279,0.6166471277842906,0.4183864915572233,1,0.019148104728409443,0.03439649781113202
0.1109726563599959,0.6166471277842906,0.4215134459036898,1,0.0,0.0031269543464664817
0.05751034890596529,0.0765924189136381,0.490931832395247,0,0.5400547088706525,0.06941838649155724
0.06880262453887594,0.6166471277842906,0.424015009380863,1,0.5400547088706525,0.06691682301438401
0.08912027259158738,0.6166471277842906,0.4258911819887429,1,0.0,0.0018761726078798668
0.135802990622618,0.6166471277842906,0.4290181363352094,1,0.0,0.0031269543464665372
0.0852059925093599,0.6166471277842906,0.4296435272045028,1,0.0,0.000625390869293363
0.1181535298921399,0.7565455255959358,0.0919324577861163,1,0.13989839781164515,0.33771106941838647
0.119251781138232,0.7565455255959358,0.0950594121325828,1,0.0,0.0031269543464664956
0.084375264002699,0.7565455255959358,0.0963101938711694,1,0.0,0.001250781738586601
0.0658598744051065,0.0121141070730754,0.7554721701063165,0,0.7444314185228604,0.659161976235147
0.047464166033061854,0.7565455255959358,0.0981863664790494,1,0.7444314185228604,0.6572858036272671
0.13923150573061085,0.7565455255959358,0.1006879299562226,1,0.0,0.002501563477173202
0.14037199740924639,0.7565455255959358,0.1013133208255159,1,0.0,0.0006253908692933074
0.001429134634334744,0.7530285267682688,0.2126328955597248,0,0.003516998827666984,0.1113195747342089
0.04604207147081333,0.7565455255959358,0.1025641025641025,1,0.003516998827666984,0.1100687929956223
0.13363464841879358,0.8952715904650254,0.0469043151969981,1,0.13872606486908956,0.055659787367104405
0.09916645546449827,0.8948808128175068,0.0481550969355847,1,0.0003907776475186031,0.001250781738586601
0.04608431190334744,0.7960140679953106,0.5347091932457787,0,0.09886674482219615,0.486554096310194
0.0574892286897029,0.8944900351699882,0.0481550969355847,1,0.09847596717467755,0.486554096310194
