TIME,X,Y,CLASS,DIFFPOSX,DIFFPOSY
0.05005862866589115,0.0367330988667448,0.6303939962476548,0,0.0,0.0
0.05005862866589115,0.3462289957014458,0.5590994371482176,0,0.30949589683470097,0.07129455909943716
0.050058628665891135,0.9984368894099256,0.543464665415885,0,0.6522078937084799,0.01563477173233263
0.08486419294277056,0.6537710042985541,0.4546591619762352,0,0.34466588511137153,0.08880550343964982
0.04829976868908644,0.577178585384916,0.0988117573483427,0,0.0765924189136381,0.3558474046278925
0.05005862866589116,0.4533020711215318,0.4509068167604753,0,0.12387651426338414,0.3520950594121326
0.04341084277906077,0.4415787416959749,0.9974984365228268,0,0.011723329425556928,0.5465916197623515
0.050254057552202684,0.4185228604923798,0.5984990619136961,0,0.023055881203595086,0.3989993746091307
0.049863199779579453,0.0,0.0925578486554096,0,0.4185228604923798,0.5059412132582864
0.05201291752900745,0.0961313012895662,0.7091932457786116,0,0.0961313012895662,0.616635397123202
0.3703569620739638,0.780382962094568,0.652908067542214,0,0.6842516608050018,0.05628517823639767
0.050058628665891114,0.2227432590855803,0.4396497811131957,0,0.5576397030089877,0.21325828642901828
0.026985205072179098,0.1059007424775302,0.6260162601626016,0,0.11684251660805009,0.1863664790494059
0.08369161962490074,0.9406017975771784,0.6791744840525329,0,0.8347010550996482,0.0531582238899313
0.050058628665891114,0.1332551778038296,0.2845528455284553,0,0.8073466197733489,0.3946216385240776
0.04184741168856767,0.5877295818679171,0.1713570981863665,0,0.45447440406408757,0.11319574734208879
0.04771348203015136,0.0359515435717077,0.2789243277048155,0,0.5517780382962094,0.10756722951844902
0.05846847828176072,0.0293083235638921,0.6747967479674797,0,0.006643220007815597,0.39587242026266417
0.050058628665891114,0.110590074247753,0.6366479049405879,0,0.0812817506838609,0.03814884302689181
0.08625782516483069,0.4556467370066431,0.3339587242026267,1,0.34505666275889013,0.3026891807379612
0.05334567845860813,0.4572098475967174,0.3352095059412133,1,0.0015631105900743014,0.001250781738586615
0.0037291676010926043,0.5963266901133255,0.5215759849906192,0,0.1391168425166081,0.1863664790494059
0.043872183100847284,0.4583821805392731,0.3370856785490932,1,0.1379445095740524,0.18449030644152598
0.006186445565043828,0.7756936303243455,0.3026891807379612,0,0.31731144978507236,0.03439649781113202
0.042337585780465745,0.4595545134818288,0.3389618511569731,1,0.31613911684251667,0.03627267041901189
0.03979060275394189,0.4376709652207893,0.6841776110068793,0,0.021883548261039498,0.34521575984990627
0.01014948707926837,0.0933958577569363,0.4928080050031269,1,0.344275107463853,0.19136960600375247
0.03677907565340175,0.6076592418913638,0.6303939962476548,0,0.5142633841344275,0.13758599124452792
0.012469003697131154,0.0941774130519734,0.4934333958724202,1,0.5134818288393904,0.1369606003752346
0.00904098880608757,0.3223915592028136,0.7573483427141964,0,0.22821414615084018,0.2639149468417762
0.04159111150980004,0.0945681906994919,0.4946841776110069,1,0.2278233685033217,0.26266416510318946
0.008076659383467933,0.8980070339976552,0.1369606003752345,0,0.8034388432981634,0.3577235772357724
0.04123869876399226,0.0949589683470105,0.4959349593495935,1,0.8030480656506448,0.358974358974359
